modelo,tecnica,fold,pos,real,prediccion,C
labse,sin_aumento,0,571,REQUEST,NEG,1.0
labse,sin_aumento,0,578,REQUEST,SAL,1.0
labse,sin_aumento,0,580,REQUEST,SAL,1.0
labse,sin_aumento,0,584,REQUEST,REQUEST,1.0
labse,sin_aumento,0,587,REQUEST,NEG,1.0
labse,sin_aumento,0,590,REQUEST,DES,1.0
labse,sin_aumento,0,620,SAL,SAL,1.0
labse,sin_aumento,0,622,SAL,SAL,1.0
labse,sin_aumento,0,623,SAL,SAL,1.0
labse,sin_aumento,0,625,SAL,DES,1.0
labse,sin_aumento,0,634,SAL,SAL,1.0
labse,sin_aumento,0,639,SAL,SAL,1.0
labse,sin_aumento,0,644,SAL,SAL,1.0
labse,sin_aumento,0,652,SAL,REQUEST,1.0
labse,sin_aumento,0,662,SAL,SAL,1.0
labse,sin_aumento,0,676,SAL,SAL,1.0
labse,sin_aumento,0,682,SAL,SAL,1.0
labse,sin_aumento,0,683,SAL,SAL,1.0
labse,sin_aumento,0,693,SAL,SAL,1.0
labse,mixup,0,10,AFI,REQUEST,3.0
labse,mixup,0,17,AFI,AFI,3.0
labse,mixup,0,18,AFI,PRG,3.0
labse,mixup,0,23,AFI,AFI,3.0
labse,mixup,0,28,AFI,REQUEST,3.0
labse,mixup,0,29,AFI,AFI,3.0
labse,mixup,0,32,AFI,AFI,3.0
labse,mixup,0,41,AFI,AFI,3.0
labse,mixup,0,54,AFI,AFI,3.0
labse,mixup,0,60,AFI,AFI,3.0
labse,mixup,0,62,AFI,AFI,3.0
labse,mixup,0,63,AFI,PRG,3.0
labse,mixup,0,64,AFI,AFI,3.0
labse,mixup,0,67,AFI,AFI,3.0
labse,mixup,0,69,AFI,AFI,3.0
labse,mixup,0,72,AFI,SAL,3.0
labse,mixup,0,75,AFI,SAL,3.0
labse,mixup,0,76,AFI,AFI,3.0
labse,mixup,0,79,AFI,PRG,3.0
labse,mixup,0,80,AFI,PRG,3.0
labse,mixup,0,89,AFI,AFI,3.0
labse,mixup,0,93,AFI,DES,3.0
labse,mixup,0,100,DES,REQUEST,3.0
labse,mixup,0,106,DES,PRG,3.0
labse,mixup,0,107,DES,EMO,3.0
labse,mixup,0,113,DES,PRG,3.0
labse,mixup,0,117,DES,PRG,3.0
labse,mixup,0,119,DES,REQUEST,3.0
labse,mixup,0,121,DES,DES,3.0
labse,mixup,0,125,DES,DES,3.0
labse,mixup,0,131,DES,EMO,3.0
labse,mixup,0,137,DES,DES,3.0
labse,mixup,0,138,DES,AFI,3.0
labse,mixup,0,141,DES,SAL,3.0
labse,mixup,0,154,DES,NEG,3.0
labse,mixup,0,160,DES,REQUEST,3.0
labse,mixup,0,168,DES,PRG,3.0
labse,mixup,0,170,DES,PRG,3.0
labse,mixup,0,172,DES,PRG,3.0
labse,mixup,0,175,DES,DES,3.0
labse,mixup,0,179,DES,DES,3.0
labse,mixup,0,180,DES,DES,3.0
labse,mixup,0,183,DES,PRG,3.0
labse,mixup,0,184,DES,DES,3.0
labse,mixup,0,187,DES,PRG,3.0
labse,mixup,0,188,DES,SAL,3.0
labse,mixup,0,196,DES,PRG,3.0
labse,mixup,0,198,DES,EMO,3.0
labse,mixup,0,200,EMO,SAL,3.0
labse,mixup,0,201,EMO,EMO,3.0
labse,mixup,0,209,EMO,EMO,3.0
labse,mixup,0,220,EMO,DES,3.0
labse,mixup,0,221,EMO,EMO,3.0
labse,mixup,0,222,EMO,EMO,3.0
labse,mixup,0,224,EMO,EMO,3.0
labse,mixup,0,232,EMO,AFI,3.0
labse,mixup,0,233,EMO,EMO,3.0
labse,mixup,0,245,EMO,EMO,3.0
labse,mixup,0,246,EMO,EMO,3.0
labse,mixup,0,247,EMO,EMO,3.0
labse,mixup,0,250,EMO,DES,3.0
labse,mixup,0,260,EMO,PRG,3.0
labse,mixup,0,261,EMO,DES,3.0
labse,mixup,0,262,EMO,EMO,3.0
labse,mixup,0,269,EMO,NEG,3.0
labse,mixup,0,271,EMO,DES,3.0
labse,mixup,0,276,EMO,EMO,3.0
labse,mixup,0,278,EMO,NEG,3.0
labse,mixup,0,282,EMO,AFI,3.0
labse,mixup,0,287,EMO,EMO,3.0
labse,mixup,0,291,EMO,EMO,3.0
labse,mixup,0,292,EMO,EMO,3.0
labse,mixup,0,301,NEG,REQUEST,3.0
labse,mixup,0,303,NEG,NEG,3.0
labse,mixup,0,304,NEG,NEG,3.0
labse,mixup,0,309,NEG,NEG,3.0
labse,mixup,0,311,NEG,NEG,3.0
labse,mixup,0,312,NEG,NEG,3.0
labse,mixup,0,331,NEG,NEG,3.0
labse,mixup,0,334,NEG,NEG,3.0
labse,mixup,0,341,NEG,NEG,3.0
labse,mixup,0,356,NEG,NEG,3.0
labse,mixup,0,358,NEG,REQUEST,3.0
labse,mixup,0,364,NEG,NEG,3.0
labse,mixup,0,371,NEG,SAL,3.0
labse,mixup,0,382,NEG,NEG,3.0
labse,mixup,0,387,NEG,AFI,3.0
labse,mixup,0,390,NEG,NEG,3.0
labse,mixup,0,409,PRG,SAL,3.0
labse,mixup,0,412,PRG,PRG,3.0
labse,mixup,0,414,PRG,PRG,3.0
labse,mixup,0,418,PRG,AFI,3.0
labse,mixup,0,420,PRG,PRG,3.0
labse,mixup,0,421,PRG,EMO,3.0
labse,mixup,0,422,PRG,PRG,3.0
labse,mixup,0,429,PRG,SAL,3.0
labse,mixup,0,434,PRG,SAL,3.0
labse,mixup,0,438,PRG,PRG,3.0
labse,mixup,0,439,PRG,PRG,3.0
labse,mixup,0,444,PRG,AFI,3.0
labse,mixup,0,448,PRG,DES,3.0
labse,mixup,0,454,PRG,PRG,3.0
labse,mixup,0,465,PRG,EMO,3.0
labse,mixup,0,470,PRG,PRG,3.0
labse,mixup,0,471,PRG,PRG,3.0
labse,mixup,0,475,PRG,PRG,3.0
labse,mixup,0,476,PRG,PRG,3.0
labse,mixup,0,478,PRG,PRG,3.0
labse,mixup,0,491,PRG,EMO,3.0
labse,mixup,0,505,REQUEST,REQUEST,3.0
labse,mixup,0,513,REQUEST,PRG,3.0
labse,mixup,0,516,REQUEST,DES,3.0
labse,mixup,0,539,REQUEST,PRG,3.0
labse,mixup,0,542,REQUEST,REQUEST,3.0
labse,mixup,0,545,REQUEST,REQUEST,3.0
labse,mixup,0,549,REQUEST,REQUEST,3.0
labse,mixup,0,556,REQUEST,REQUEST,3.0
labse,mixup,0,563,REQUEST,DES,3.0
labse,mixup,0,569,REQUEST,REQUEST,3.0
labse,mixup,0,571,REQUEST,NEG,3.0
labse,mixup,0,578,REQUEST,SAL,3.0
labse,mixup,0,580,REQUEST,SAL,3.0
labse,mixup,0,584,REQUEST,REQUEST,3.0
labse,mixup,0,587,REQUEST,NEG,3.0
labse,mixup,0,590,REQUEST,DES,3.0
labse,mixup,0,620,SAL,SAL,3.0
labse,mixup,0,622,SAL,AFI,3.0
labse,mixup,0,623,SAL,SAL,3.0
labse,mixup,0,625,SAL,EMO,3.0
labse,mixup,0,634,SAL,SAL,3.0
labse,mixup,0,639,SAL,SAL,3.0
labse,mixup,0,644,SAL,SAL,3.0
labse,mixup,0,652,SAL,REQUEST,3.0
labse,mixup,0,662,SAL,SAL,3.0
labse,mixup,0,676,SAL,SAL,3.0
labse,mixup,0,682,SAL,SAL,3.0
labse,mixup,0,683,SAL,SAL,3.0
labse,mixup,0,693,SAL,SAL,3.0
labse,retrotraduccion,0,10,AFI,REQUEST,3.0
labse,retrotraduccion,0,17,AFI,AFI,3.0
labse,retrotraduccion,0,18,AFI,PRG,3.0
labse,retrotraduccion,0,23,AFI,AFI,3.0
labse,retrotraduccion,0,28,AFI,REQUEST,3.0
labse,retrotraduccion,0,29,AFI,SAL,3.0
labse,retrotraduccion,0,32,AFI,AFI,3.0
labse,retrotraduccion,0,41,AFI,AFI,3.0
labse,retrotraduccion,0,54,AFI,AFI,3.0
labse,retrotraduccion,0,60,AFI,AFI,3.0
labse,retrotraduccion,0,62,AFI,AFI,3.0
labse,retrotraduccion,0,63,AFI,AFI,3.0
labse,retrotraduccion,0,64,AFI,REQUEST,3.0
labse,retrotraduccion,0,67,AFI,AFI,3.0
labse,retrotraduccion,0,69,AFI,SAL,3.0
labse,retrotraduccion,0,72,AFI,SAL,3.0
labse,retrotraduccion,0,75,AFI,SAL,3.0
labse,retrotraduccion,0,76,AFI,DES,3.0
labse,retrotraduccion,0,79,AFI,PRG,3.0
labse,retrotraduccion,0,80,AFI,AFI,3.0
labse,retrotraduccion,0,89,AFI,AFI,3.0
labse,retrotraduccion,0,93,AFI,DES,3.0
labse,retrotraduccion,0,100,DES,REQUEST,3.0
labse,retrotraduccion,0,106,DES,SAL,3.0
labse,retrotraduccion,0,107,DES,EMO,3.0
labse,retrotraduccion,0,113,DES,PRG,3.0
labse,retrotraduccion,0,117,DES,PRG,3.0
labse,retrotraduccion,0,119,DES,REQUEST,3.0
labse,retrotraduccion,0,121,DES,DES,3.0
labse,retrotraduccion,0,125,DES,DES,3.0
labse,retrotraduccion,0,131,DES,EMO,3.0
labse,retrotraduccion,0,137,DES,DES,3.0
labse,retrotraduccion,0,138,DES,AFI,3.0
labse,retrotraduccion,0,141,DES,AFI,3.0
labse,retrotraduccion,0,154,DES,NEG,3.0
labse,retrotraduccion,0,160,DES,SAL,3.0
labse,retrotraduccion,0,168,DES,AFI,3.0
labse,retrotraduccion,0,170,DES,EMO,3.0
labse,retrotraduccion,0,172,DES,NEG,3.0
labse,retrotraduccion,0,175,DES,DES,3.0
labse,retrotraduccion,0,179,DES,DES,3.0
labse,retrotraduccion,0,180,DES,DES,3.0
labse,retrotraduccion,0,183,DES,DES,3.0
labse,retrotraduccion,0,184,DES,EMO,3.0
labse,retrotraduccion,0,187,DES,PRG,3.0
labse,retrotraduccion,0,188,DES,SAL,3.0
labse,retrotraduccion,0,196,DES,PRG,3.0
labse,retrotraduccion,0,198,DES,AFI,3.0
labse,retrotraduccion,0,200,EMO,SAL,3.0
labse,retrotraduccion,0,201,EMO,DES,3.0
labse,retrotraduccion,0,209,EMO,EMO,3.0
labse,retrotraduccion,0,220,EMO,DES,3.0
labse,retrotraduccion,0,221,EMO,EMO,3.0
labse,retrotraduccion,0,222,EMO,EMO,3.0
labse,retrotraduccion,0,224,EMO,EMO,3.0
labse,retrotraduccion,0,232,EMO,AFI,3.0
labse,retrotraduccion,0,233,EMO,EMO,3.0
labse,retrotraduccion,0,245,EMO,EMO,3.0
labse,retrotraduccion,0,246,EMO,EMO,3.0
labse,retrotraduccion,0,247,EMO,EMO,3.0
labse,retrotraduccion,0,250,EMO,DES,3.0
labse,retrotraduccion,0,260,EMO,PRG,3.0
labse,retrotraduccion,0,261,EMO,DES,3.0
labse,retrotraduccion,0,262,EMO,EMO,3.0
labse,retrotraduccion,0,269,EMO,NEG,3.0
labse,retrotraduccion,0,271,EMO,DES,3.0
labse,retrotraduccion,0,276,EMO,EMO,3.0
labse,retrotraduccion,0,278,EMO,NEG,3.0
labse,retrotraduccion,0,282,EMO,EMO,3.0
labse,retrotraduccion,0,287,EMO,EMO,3.0
labse,retrotraduccion,0,291,EMO,EMO,3.0
labse,retrotraduccion,0,292,EMO,EMO,3.0
labse,retrotraduccion,0,301,NEG,REQUEST,3.0
labse,retrotraduccion,0,303,NEG,NEG,3.0
labse,retrotraduccion,0,304,NEG,NEG,3.0
labse,retrotraduccion,0,309,NEG,NEG,3.0
labse,retrotraduccion,0,311,NEG,AFI,3.0
labse,retrotraduccion,0,312,NEG,NEG,3.0
labse,retrotraduccion,0,331,NEG,REQUEST,3.0
labse,retrotraduccion,0,334,NEG,NEG,3.0
labse,retrotraduccion,0,341,NEG,NEG,3.0
labse,retrotraduccion,0,356,NEG,NEG,3.0
labse,retrotraduccion,0,358,NEG,REQUEST,3.0
labse,retrotraduccion,0,364,NEG,NEG,3.0
labse,retrotraduccion,0,371,NEG,SAL,3.0
labse,retrotraduccion,0,382,NEG,NEG,3.0
labse,retrotraduccion,0,387,NEG,REQUEST,3.0
labse,retrotraduccion,0,390,NEG,NEG,3.0
labse,retrotraduccion,0,409,PRG,SAL,3.0
labse,retrotraduccion,0,412,PRG,SAL,3.0
labse,retrotraduccion,0,414,PRG,SAL,3.0
labse,retrotraduccion,0,418,PRG,AFI,3.0
labse,retrotraduccion,0,420,PRG,PRG,3.0
labse,retrotraduccion,0,421,PRG,EMO,3.0
labse,retrotraduccion,0,422,PRG,PRG,3.0
labse,retrotraduccion,0,429,PRG,SAL,3.0
labse,retrotraduccion,0,434,PRG,SAL,3.0
labse,retrotraduccion,0,438,PRG,PRG,3.0
labse,retrotraduccion,0,439,PRG,PRG,3.0
labse,retrotraduccion,0,444,PRG,SAL,3.0
labse,retrotraduccion,0,448,PRG,DES,3.0
labse,retrotraduccion,0,454,PRG,AFI,3.0
labse,retrotraduccion,0,465,PRG,EMO,3.0
labse,retrotraduccion,0,470,PRG,DES,3.0
labse,retrotraduccion,0,471,PRG,PRG,3.0
labse,retrotraduccion,0,475,PRG,NEG,3.0
labse,retrotraduccion,0,476,PRG,PRG,3.0
labse,retrotraduccion,0,478,PRG,PRG,3.0
labse,retrotraduccion,0,491,PRG,EMO,3.0
labse,retrotraduccion,0,505,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,513,REQUEST,PRG,3.0
labse,retrotraduccion,0,516,REQUEST,DES,3.0
labse,retrotraduccion,0,539,REQUEST,PRG,3.0
labse,retrotraduccion,0,542,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,545,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,549,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,556,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,563,REQUEST,DES,3.0
labse,retrotraduccion,0,569,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,571,REQUEST,NEG,3.0
labse,retrotraduccion,0,578,REQUEST,SAL,3.0
labse,retrotraduccion,0,580,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,584,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,587,REQUEST,REQUEST,3.0
labse,retrotraduccion,0,590,REQUEST,DES,3.0
labse,retrotraduccion,0,620,SAL,SAL,3.0
labse,retrotraduccion,0,622,SAL,SAL,3.0
labse,retrotraduccion,0,623,SAL,SAL,3.0
labse,retrotraduccion,0,625,SAL,DES,3.0
labse,retrotraduccion,0,634,SAL,SAL,3.0
labse,retrotraduccion,0,639,SAL,SAL,3.0
labse,retrotraduccion,0,644,SAL,SAL,3.0
labse,retrotraduccion,0,652,SAL,SAL,3.0
labse,retrotraduccion,0,662,SAL,SAL,3.0
labse,retrotraduccion,0,676,SAL,SAL,3.0
labse,retrotraduccion,0,682,SAL,SAL,3.0
labse,retrotraduccion,0,683,SAL,SAL,3.0
labse,retrotraduccion,0,693,SAL,SAL,3.0
labse,generate_then_refine,0,10,AFI,REQUEST,3.0
labse,generate_then_refine,0,17,AFI,AFI,3.0
labse,generate_then_refine,0,18,AFI,PRG,3.0
labse,generate_then_refine,0,23,AFI,AFI,3.0
labse,generate_then_refine,0,28,AFI,REQUEST,3.0
labse,generate_then_refine,0,29,AFI,AFI,3.0
labse,generate_then_refine,0,32,AFI,AFI,3.0
labse,generate_then_refine,0,41,AFI,AFI,3.0
labse,generate_then_refine,0,54,AFI,AFI,3.0
labse,generate_then_refine,0,60,AFI,AFI,3.0
labse,generate_then_refine,0,62,AFI,AFI,3.0
labse,generate_then_refine,0,63,AFI,PRG,3.0
labse,generate_then_refine,0,64,AFI,AFI,3.0
labse,generate_then_refine,0,67,AFI,AFI,3.0
labse,generate_then_refine,0,69,AFI,AFI,3.0
labse,generate_then_refine,0,72,AFI,AFI,3.0
labse,generate_then_refine,0,75,AFI,SAL,3.0
labse,generate_then_refine,0,76,AFI,DES,3.0
labse,generate_then_refine,0,79,AFI,PRG,3.0
labse,generate_then_refine,0,80,AFI,AFI,3.0
labse,generate_then_refine,0,89,AFI,AFI,3.0
labse,generate_then_refine,0,93,AFI,DES,3.0
labse,generate_then_refine,0,100,DES,REQUEST,3.0
labse,generate_then_refine,0,106,DES,AFI,3.0
labse,generate_then_refine,0,107,DES,EMO,3.0
labse,generate_then_refine,0,113,DES,PRG,3.0
labse,generate_then_refine,0,117,DES,PRG,3.0
labse,generate_then_refine,0,119,DES,REQUEST,3.0
labse,generate_then_refine,0,121,DES,DES,3.0
labse,generate_then_refine,0,125,DES,DES,3.0
labse,generate_then_refine,0,131,DES,DES,3.0
labse,generate_then_refine,0,137,DES,PRG,3.0
labse,generate_then_refine,0,138,DES,AFI,3.0
labse,generate_then_refine,0,141,DES,AFI,3.0
labse,generate_then_refine,0,154,DES,NEG,3.0
labse,generate_then_refine,0,160,DES,REQUEST,3.0
labse,generate_then_refine,0,168,DES,AFI,3.0
labse,generate_then_refine,0,170,DES,DES,3.0
labse,generate_then_refine,0,172,DES,DES,3.0
labse,generate_then_refine,0,175,DES,DES,3.0
labse,generate_then_refine,0,179,DES,DES,3.0
labse,generate_then_refine,0,180,DES,DES,3.0
labse,generate_then_refine,0,183,DES,PRG,3.0
labse,generate_then_refine,0,184,DES,DES,3.0
labse,generate_then_refine,0,187,DES,DES,3.0
labse,generate_then_refine,0,188,DES,SAL,3.0
labse,generate_then_refine,0,196,DES,PRG,3.0
labse,generate_then_refine,0,198,DES,EMO,3.0
labse,generate_then_refine,0,200,EMO,SAL,3.0
labse,generate_then_refine,0,201,EMO,EMO,3.0
labse,generate_then_refine,0,209,EMO,EMO,3.0
labse,generate_then_refine,0,220,EMO,DES,3.0
labse,generate_then_refine,0,221,EMO,EMO,3.0
labse,generate_then_refine,0,222,EMO,EMO,3.0
labse,generate_then_refine,0,224,EMO,EMO,3.0
labse,generate_then_refine,0,232,EMO,AFI,3.0
labse,generate_then_refine,0,233,EMO,PRG,3.0
labse,generate_then_refine,0,245,EMO,EMO,3.0
labse,generate_then_refine,0,246,EMO,EMO,3.0
labse,generate_then_refine,0,247,EMO,EMO,3.0
labse,generate_then_refine,0,250,EMO,DES,3.0
labse,generate_then_refine,0,260,EMO,PRG,3.0
labse,generate_then_refine,0,261,EMO,PRG,3.0
labse,generate_then_refine,0,262,EMO,EMO,3.0
labse,generate_then_refine,0,269,EMO,NEG,3.0
labse,generate_then_refine,0,271,EMO,DES,3.0
labse,generate_then_refine,0,276,EMO,EMO,3.0
labse,generate_then_refine,0,278,EMO,REQUEST,3.0
labse,generate_then_refine,0,282,EMO,EMO,3.0
labse,generate_then_refine,0,287,EMO,EMO,3.0
labse,generate_then_refine,0,291,EMO,EMO,3.0
labse,generate_then_refine,0,292,EMO,EMO,3.0
labse,generate_then_refine,0,301,NEG,NEG,3.0
labse,generate_then_refine,0,303,NEG,NEG,3.0
labse,generate_then_refine,0,304,NEG,NEG,3.0
labse,generate_then_refine,0,309,NEG,NEG,3.0
labse,generate_then_refine,0,311,NEG,AFI,3.0
labse,generate_then_refine,0,312,NEG,NEG,3.0
labse,generate_then_refine,0,331,NEG,NEG,3.0
labse,generate_then_refine,0,334,NEG,NEG,3.0
labse,generate_then_refine,0,341,NEG,NEG,3.0
labse,generate_then_refine,0,356,NEG,NEG,3.0
labse,generate_then_refine,0,358,NEG,REQUEST,3.0
labse,generate_then_refine,0,364,NEG,NEG,3.0
labse,generate_then_refine,0,371,NEG,SAL,3.0
labse,generate_then_refine,0,382,NEG,NEG,3.0
labse,generate_then_refine,0,387,NEG,AFI,3.0
labse,generate_then_refine,0,390,NEG,NEG,3.0
labse,generate_then_refine,0,409,PRG,SAL,3.0
labse,generate_then_refine,0,412,PRG,PRG,3.0
labse,generate_then_refine,0,414,PRG,PRG,3.0
labse,generate_then_refine,0,418,PRG,AFI,3.0
labse,generate_then_refine,0,420,PRG,PRG,3.0
labse,generate_then_refine,0,421,PRG,EMO,3.0
labse,generate_then_refine,0,422,PRG,PRG,3.0
labse,generate_then_refine,0,429,PRG,SAL,3.0
labse,generate_then_refine,0,434,PRG,PRG,3.0
labse,generate_then_refine,0,438,PRG,PRG,3.0
labse,generate_then_refine,0,439,PRG,PRG,3.0
labse,generate_then_refine,0,444,PRG,AFI,3.0
labse,generate_then_refine,0,448,PRG,DES,3.0
labse,generate_then_refine,0,454,PRG,PRG,3.0
labse,generate_then_refine,0,465,PRG,EMO,3.0
labse,generate_then_refine,0,470,PRG,PRG,3.0
labse,generate_then_refine,0,471,PRG,PRG,3.0
labse,generate_then_refine,0,475,PRG,REQUEST,3.0
labse,generate_then_refine,0,476,PRG,PRG,3.0
labse,generate_then_refine,0,478,PRG,PRG,3.0
labse,generate_then_refine,0,491,PRG,DES,3.0
labse,generate_then_refine,0,505,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,513,REQUEST,PRG,3.0
labse,generate_then_refine,0,516,REQUEST,DES,3.0
labse,generate_then_refine,0,539,REQUEST,PRG,3.0
labse,generate_then_refine,0,542,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,545,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,549,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,556,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,563,REQUEST,DES,3.0
labse,generate_then_refine,0,569,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,571,REQUEST,NEG,3.0
labse,generate_then_refine,0,578,REQUEST,SAL,3.0
labse,generate_then_refine,0,580,REQUEST,SAL,3.0
labse,generate_then_refine,0,584,REQUEST,REQUEST,3.0
labse,generate_then_refine,0,587,REQUEST,REQUEST,3.0
