modelo,tecnica,fold,pos,real,prediccion,C
labse,sin_aumento,2,212,EMO,EMO,10.0
labse,sin_aumento,2,214,EMO,EMO,10.0
labse,sin_aumento,2,215,EMO,EMO,10.0
labse,sin_aumento,2,218,EMO,DES,10.0
labse,sin_aumento,2,223,EMO,EMO,10.0
labse,sin_aumento,2,230,EMO,EMO,10.0
labse,sin_aumento,2,240,EMO,AFI,10.0
labse,sin_aumento,2,242,EMO,EMO,10.0
labse,sin_aumento,2,248,EMO,AFI,10.0
labse,sin_aumento,2,249,EMO,SAL,10.0
labse,sin_aumento,2,256,EMO,EMO,10.0
labse,sin_aumento,2,270,EMO,REQUEST,10.0
labse,sin_aumento,2,272,EMO,EMO,10.0
labse,sin_aumento,2,274,EMO,DES,10.0
labse,sin_aumento,2,277,EMO,EMO,10.0
labse,sin_aumento,2,279,EMO,EMO,10.0
labse,sin_aumento,2,280,EMO,REQUEST,10.0
labse,sin_aumento,2,285,EMO,EMO,10.0
labse,sin_aumento,2,286,EMO,EMO,10.0
labse,sin_aumento,2,290,EMO,EMO,10.0
labse,sin_aumento,2,293,EMO,EMO,10.0
labse,sin_aumento,2,296,EMO,EMO,10.0
labse,sin_aumento,2,306,NEG,NEG,10.0
labse,sin_aumento,2,310,NEG,NEG,10.0
labse,sin_aumento,2,315,NEG,NEG,10.0
labse,sin_aumento,2,316,NEG,EMO,10.0
labse,sin_aumento,2,328,NEG,DES,10.0
labse,sin_aumento,2,329,NEG,DES,10.0
labse,sin_aumento,2,332,NEG,NEG,10.0
labse,sin_aumento,2,333,NEG,NEG,10.0
labse,sin_aumento,2,335,NEG,NEG,10.0
labse,sin_aumento,2,337,NEG,NEG,10.0
labse,sin_aumento,2,344,NEG,NEG,10.0
labse,sin_aumento,2,345,NEG,NEG,10.0
labse,sin_aumento,2,346,NEG,NEG,10.0
labse,sin_aumento,2,354,NEG,AFI,10.0
labse,sin_aumento,2,362,NEG,DES,10.0
labse,sin_aumento,2,370,NEG,NEG,10.0
labse,sin_aumento,2,372,NEG,EMO,10.0
labse,sin_aumento,2,373,NEG,AFI,10.0
labse,sin_aumento,2,377,NEG,DES,10.0
labse,sin_aumento,2,384,NEG,NEG,10.0
labse,sin_aumento,2,386,NEG,EMO,10.0
labse,sin_aumento,2,394,NEG,NEG,10.0
labse,sin_aumento,2,395,NEG,NEG,10.0
labse,sin_aumento,2,398,NEG,NEG,10.0
labse,sin_aumento,2,405,PRG,PRG,10.0
labse,sin_aumento,2,406,PRG,PRG,10.0
labse,sin_aumento,2,407,PRG,PRG,10.0
labse,sin_aumento,2,410,PRG,PRG,10.0
labse,sin_aumento,2,419,PRG,PRG,10.0
labse,sin_aumento,2,423,PRG,PRG,10.0
labse,sin_aumento,2,424,PRG,PRG,10.0
labse,sin_aumento,2,426,PRG,PRG,10.0
labse,sin_aumento,2,428,PRG,PRG,10.0
labse,sin_aumento,2,430,PRG,PRG,10.0
labse,sin_aumento,2,433,PRG,PRG,10.0
labse,sin_aumento,2,436,PRG,PRG,10.0
labse,sin_aumento,2,440,PRG,PRG,10.0
labse,sin_aumento,2,442,PRG,PRG,10.0
labse,sin_aumento,2,455,PRG,PRG,10.0
labse,sin_aumento,2,459,PRG,PRG,10.0
labse,sin_aumento,2,463,PRG,PRG,10.0
labse,sin_aumento,2,464,PRG,PRG,10.0
labse,sin_aumento,2,473,PRG,PRG,10.0
labse,sin_aumento,2,474,PRG,PRG,10.0
labse,sin_aumento,2,488,PRG,PRG,10.0
labse,sin_aumento,2,494,PRG,PRG,10.0
labse,sin_aumento,2,497,PRG,PRG,10.0
labse,sin_aumento,2,507,REQUEST,REQUEST,10.0
labse,sin_aumento,2,509,REQUEST,REQUEST,10.0
labse,sin_aumento,2,511,REQUEST,REQUEST,10.0
labse,sin_aumento,2,515,REQUEST,AFI,10.0
labse,sin_aumento,2,517,REQUEST,DES,10.0
labse,sin_aumento,2,518,REQUEST,EMO,10.0
labse,sin_aumento,2,520,REQUEST,NEG,10.0
labse,sin_aumento,2,530,REQUEST,REQUEST,10.0
labse,sin_aumento,2,532,REQUEST,DES,10.0
labse,sin_aumento,2,537,REQUEST,SAL,10.0
labse,sin_aumento,2,540,REQUEST,REQUEST,10.0
labse,sin_aumento,2,541,REQUEST,PRG,10.0
labse,sin_aumento,2,551,REQUEST,REQUEST,10.0
labse,sin_aumento,2,554,REQUEST,REQUEST,10.0
labse,sin_aumento,2,572,REQUEST,DES,10.0
labse,sin_aumento,2,574,REQUEST,NEG,10.0
labse,sin_aumento,2,581,REQUEST,REQUEST,10.0
labse,sin_aumento,2,591,REQUEST,REQUEST,10.0
labse,sin_aumento,2,604,SAL,SAL,10.0
labse,sin_aumento,2,610,SAL,SAL,10.0
labse,sin_aumento,2,617,SAL,SAL,10.0
labse,sin_aumento,2,618,SAL,SAL,10.0
labse,sin_aumento,2,630,SAL,SAL,10.0
labse,sin_aumento,2,631,SAL,SAL,10.0
labse,sin_aumento,2,633,SAL,SAL,10.0
labse,sin_aumento,2,638,SAL,DES,10.0
labse,sin_aumento,2,640,SAL,SAL,10.0
labse,sin_aumento,2,641,SAL,SAL,10.0
labse,sin_aumento,2,646,SAL,DES,10.0
labse,sin_aumento,2,647,SAL,SAL,10.0
labse,sin_aumento,2,664,SAL,DES,10.0
labse,sin_aumento,2,665,SAL,DES,10.0
labse,sin_aumento,2,677,SAL,SAL,10.0
labse,sin_aumento,2,685,SAL,SAL,10.0
labse,sin_aumento,2,687,SAL,REQUEST,10.0
labse,sin_aumento,2,692,SAL,SAL,10.0
labse,sin_aumento,2,695,SAL,SAL,10.0
labse,sin_aumento,3,0,AFI,NEG,10.0
labse,sin_aumento,3,3,AFI,NEG,10.0
labse,sin_aumento,3,7,AFI,NEG,10.0
labse,sin_aumento,3,8,AFI,NEG,10.0
labse,sin_aumento,3,14,AFI,EMO,10.0
labse,sin_aumento,3,20,AFI,DES,10.0
labse,sin_aumento,3,26,AFI,AFI,10.0
labse,sin_aumento,3,36,AFI,AFI,10.0
labse,sin_aumento,3,37,AFI,AFI,10.0
labse,sin_aumento,3,42,AFI,AFI,10.0
labse,sin_aumento,3,43,AFI,AFI,10.0
labse,sin_aumento,3,44,AFI,AFI,10.0
labse,sin_aumento,3,45,AFI,AFI,10.0
labse,sin_aumento,3,53,AFI,AFI,10.0
labse,sin_aumento,3,55,AFI,AFI,10.0
labse,sin_aumento,3,66,AFI,AFI,10.0
labse,sin_aumento,3,71,AFI,DES,10.0
labse,sin_aumento,3,73,AFI,AFI,10.0
labse,sin_aumento,3,77,AFI,DES,10.0
labse,sin_aumento,3,78,AFI,AFI,10.0
labse,sin_aumento,3,91,AFI,SAL,10.0
labse,sin_aumento,3,94,AFI,NEG,10.0
labse,sin_aumento,3,99,AFI,NEG,10.0
labse,sin_aumento,3,112,DES,EMO,10.0
labse,sin_aumento,3,114,DES,NEG,10.0
labse,sin_aumento,3,115,DES,NEG,10.0
labse,sin_aumento,3,116,DES,DES,10.0
labse,sin_aumento,3,118,DES,EMO,10.0
labse,sin_aumento,3,122,DES,DES,10.0
labse,sin_aumento,3,126,DES,DES,10.0
labse,sin_aumento,3,129,DES,EMO,10.0
labse,sin_aumento,3,130,DES,SAL,10.0
labse,sin_aumento,3,139,DES,EMO,10.0
labse,sin_aumento,3,140,DES,SAL,10.0
labse,sin_aumento,3,144,DES,SAL,10.0
labse,sin_aumento,3,145,DES,EMO,10.0
labse,sin_aumento,3,146,DES,AFI,10.0
labse,sin_aumento,3,163,DES,EMO,10.0
labse,sin_aumento,3,171,DES,DES,10.0
labse,sin_aumento,3,173,DES,REQUEST,10.0
labse,sin_aumento,3,181,DES,REQUEST,10.0
labse,sin_aumento,3,190,DES,DES,10.0
labse,sin_aumento,3,191,DES,DES,10.0
labse,sin_aumento,3,202,EMO,NEG,10.0
labse,sin_aumento,3,204,EMO,EMO,10.0
labse,sin_aumento,3,208,EMO,EMO,10.0
labse,sin_aumento,3,211,EMO,AFI,10.0
labse,sin_aumento,3,219,EMO,EMO,10.0
labse,sin_aumento,3,225,EMO,EMO,10.0
labse,sin_aumento,3,229,EMO,AFI,10.0
labse,sin_aumento,3,234,EMO,EMO,10.0
labse,sin_aumento,3,235,EMO,EMO,10.0
labse,sin_aumento,3,236,EMO,EMO,10.0
labse,sin_aumento,3,237,EMO,NEG,10.0
labse,sin_aumento,3,251,EMO,EMO,10.0
labse,sin_aumento,3,252,EMO,EMO,10.0
labse,sin_aumento,3,253,EMO,EMO,10.0
labse,sin_aumento,3,264,EMO,EMO,10.0
labse,sin_aumento,3,268,EMO,EMO,10.0
labse,sin_aumento,3,273,EMO,REQUEST,10.0
labse,sin_aumento,3,275,EMO,EMO,10.0
labse,sin_aumento,3,281,EMO,EMO,10.0
labse,sin_aumento,3,284,EMO,EMO,10.0
labse,sin_aumento,3,289,EMO,EMO,10.0
labse,sin_aumento,3,294,EMO,REQUEST,10.0
labse,sin_aumento,3,297,EMO,SAL,10.0
labse,sin_aumento,3,299,EMO,EMO,10.0
labse,sin_aumento,3,300,NEG,NEG,10.0
labse,sin_aumento,3,318,NEG,NEG,10.0
labse,sin_aumento,3,322,NEG,NEG,10.0
labse,sin_aumento,3,325,NEG,SAL,10.0
labse,sin_aumento,3,326,NEG,SAL,10.0
labse,sin_aumento,3,330,NEG,NEG,10.0
labse,sin_aumento,3,339,NEG,NEG,10.0
labse,sin_aumento,3,340,NEG,NEG,10.0
labse,sin_aumento,3,348,NEG,NEG,10.0
labse,sin_aumento,3,352,NEG,NEG,10.0
labse,sin_aumento,3,357,NEG,NEG,10.0
labse,sin_aumento,3,359,NEG,NEG,10.0
labse,sin_aumento,3,367,NEG,NEG,10.0
labse,sin_aumento,3,380,NEG,NEG,10.0
labse,sin_aumento,3,385,NEG,SAL,10.0
labse,sin_aumento,3,393,NEG,NEG,10.0
labse,sin_aumento,3,396,NEG,NEG,10.0
labse,sin_aumento,3,400,PRG,PRG,10.0
labse,sin_aumento,3,401,PRG,PRG,10.0
labse,sin_aumento,3,402,PRG,PRG,10.0
labse,sin_aumento,3,417,PRG,PRG,10.0
labse,sin_aumento,3,437,PRG,PRG,10.0
labse,sin_aumento,3,441,PRG,PRG,10.0
labse,sin_aumento,3,447,PRG,PRG,10.0
labse,sin_aumento,3,452,PRG,PRG,10.0
labse,sin_aumento,3,453,PRG,PRG,10.0
labse,sin_aumento,3,458,PRG,PRG,10.0
labse,sin_aumento,3,469,PRG,PRG,10.0
labse,sin_aumento,3,485,PRG,PRG,10.0
labse,sin_aumento,3,487,PRG,PRG,10.0
labse,sin_aumento,3,495,PRG,PRG,10.0
labse,sin_aumento,3,499,PRG,PRG,10.0
labse,sin_aumento,3,508,REQUEST,REQUEST,10.0
labse,sin_aumento,3,512,REQUEST,NEG,10.0
labse,sin_aumento,3,514,REQUEST,REQUEST,10.0
labse,sin_aumento,3,519,REQUEST,REQUEST,10.0
labse,sin_aumento,3,525,REQUEST,DES,10.0
labse,sin_aumento,3,527,REQUEST,EMO,10.0
labse,sin_aumento,3,528,REQUEST,REQUEST,10.0
labse,sin_aumento,3,529,REQUEST,REQUEST,10.0
labse,sin_aumento,3,533,REQUEST,DES,10.0
labse,sin_aumento,3,536,REQUEST,REQUEST,10.0
labse,sin_aumento,3,547,REQUEST,REQUEST,10.0
labse,sin_aumento,3,557,REQUEST,DES,10.0
labse,sin_aumento,3,559,REQUEST,REQUEST,10.0
labse,sin_aumento,3,564,REQUEST,REQUEST,10.0
labse,sin_aumento,3,568,REQUEST,REQUEST,10.0
labse,sin_aumento,3,570,REQUEST,DES,10.0
labse,sin_aumento,3,585,REQUEST,REQUEST,10.0
labse,sin_aumento,3,588,REQUEST,REQUEST,10.0
labse,sin_aumento,3,592,REQUEST,REQUEST,10.0
labse,sin_aumento,3,600,SAL,REQUEST,10.0
